income,employment_length,debt_ratio,credit_score,loan_purpose,default_risk
61592,25,0.33,634,car,0
61747,14,0.89,664,car,1
55025,15,0.57,773,education,0
58471,0,0.33,636,business,0
46818,14,0.44,732,education,0
58133,11,0.31,657,personal,0
44931,6,0.13,569,personal,0
50033,6,0.77,788,home,0
45880,10,0.33,798,home,0
43141,19,0.77,639,home,1
39663,28,0.48,660,education,0
57015,10,0.25,736,car,0
69659,16,0.74,637,home,1
67566,2,0.4,717,home,0
31151,15,0.67,593,personal,1
69338,4,0.77,778,car,0
45227,27,0.87,675,education,1
59010,1,0.17,702,car,0
36406,22,0.11,744,personal,0
52129,29,0.54,707,education,0
54705,25,0.31,646,business,0
27730,25,0.48,770,home,0
59124,6,0.16,708,education,0
70189,27,0.5,638,personal,0
47380,9,0.2,544,car,0
70402,4,0.77,648,education,1
47154,14,0.71,612,personal,1
62743,11,0.16,651,education,0
16721,9,0.77,605,home,1
86281,21,0.36,676,car,0
72431,16,0.38,618,car,0
45730,19,0.24,749,education,0
20418,19,0.77,692,personal,1
54320,10,0.42,617,home,0
28341,7,0.14,650,home,0
56672,14,0.87,685,education,1
56173,1,0.3,544,business,1
35878,16,0.85,682,education,1
66814,22,0.34,530,home,0
62083,5,0.77,757,car,0
64637,20,0.63,623,education,1
50132,27,0.79,723,education,0
28767,12,0.88,569,car,1
64668,28,0.8,690,education,1
45944,28,0.42,567,personal,0
29153,7,0.75,629,car,1
70280,10,0.67,717,car,0
81491,14,0.15,693,car,0
49381,12,0.84,689,home,1
82386,17,0.47,625,education,0
51369,17,0.21,576,business,0
44293,24,0.44,704,education,0
40543,16,0.58,585,education,1
74556,21,0.56,606,home,0
38297,12,0.56,749,personal,0
61029,28,0.3,690,personal,0
41612,2,0.61,554,home,1
43095,28,0.83,649,home,1
65453,20,0.41,638,home,0
44299,23,0.6,623,education,0
43928,6,0.3,625,home,0
66992,28,0.14,741,business,0
73960,11,0.57,789,car,0
59670,3,0.14,647,personal,0
40178,23,0.68,661,business,0
42340,26,0.64,554,personal,1
51198,26,0.4,768,education,0
54813,25,0.43,603,education,0
35182,10,0.83,620,home,1
60845,13,0.11,705,personal,0
51282,17,0.55,669,education,0
24264,6,0.84,688,education,1
36066,4,0.83,697,personal,1
42438,15,0.57,649,education,0
48907,10,0.4,711,home,0
78339,21,0.18,530,education,0
53572,2,0.24,764,business,0
37388,15,0.64,637,business,0
53309,10,0.11,711,home,0
44718,9,0.81,684,business,1
54871,22,0.57,510,education,1
58708,22,0.14,665,business,0
68138,1,0.29,502,business,1
49635,15,0.58,684,education,0
74584,16,0.13,665,personal,0
63620,9,0.72,560,home,1
39388,17,0.84,663,personal,1
83147,11,0.87,616,personal,1
54904,7,0.69,638,business,1
37473,26,0.79,468,car,1
74793,25,0.59,563,personal,1
81166,2,0.47,594,education,0
49504,26,0.67,570,education,1
42445,19,0.28,613,education,0
47414,23,0.19,602,car,0
60720,2,0.71,671,car,0
69167,5,0.87,458,home,1
58557,1,0.56,789,car,0
51525,2,0.49,606,home,0
72470,16,0.53,628,education,0
45307,8,0.48,691,car,0
65463,3,0.45,771,business,0
45679,21,0.86,608,business,1
56465,22,0.48,698,business,0
48296,1,0.16,603,car,0
49162,23,0.71,715,car,0
44339,27,0.41,698,car,0
70172,8,0.67,575,business,1
39006,13,0.56,690,education,0
38896,25,0.67,550,personal,1
81814,10,0.15,598,education,0
64667,1,0.13,556,car,0
14223,20,0.4,650,personal,0
41521,1,0.65,719,personal,1
22820,26,0.28,563,education,0
35739,4,0.45,678,business,0
10000,6,0.88,633,home,1
47945,21,0.27,578,business,0
32870,3,0.78,620,business,1
50898,13,0.76,690,personal,0
25623,1,0.81,715,car,1
51243,22,0.83,671,car,1
43776,11,0.51,647,personal,0
72529,9,0.65,651,business,0
71170,24,0.6,598,education,1
61780,0,0.35,656,home,0
45100,18,0.32,547,business,0
79780,22,0.37,641,business,0
26704,15,0.27,768,home,0
28946,14,0.71,619,education,1
48743,13,0.87,728,home,1
83810,8,0.79,696,personal,1
46964,28,0.27,750,home,0
47251,20,0.14,431,home,0
28371,22,0.71,662,business,1
64188,14,0.41,691,business,0
64297,25,0.76,705,car,0
61836,6,0.72,734,home,0
40561,3,0.6,698,personal,0
39399,20,0.3,666,car,0
30603,17,0.18,582,home,0
51258,7,0.3,516,business,0
33793,11,0.51,743,personal,0
32338,14,0.88,607,education,1
43644,14,0.15,625,car,0
42662,16,0.26,713,business,0
41930,1,0.6,648,education,1
56996,11,0.34,568,home,0
51185,2,0.79,530,personal,1
45677,6,0.21,624,business,0
52745,5,0.87,656,business,1
35127,13,0.83,705,personal,1
51579,22,0.81,641,business,1
52259,26,0.24,651,business,0
27454,4,0.36,557,home,0
64935,29,0.74,722,car,0
36778,3,0.75,850,education,0
51354,14,0.66,741,personal,0
67466,6,0.46,734,education,0
63885,2,0.35,674,personal,0
50515,12,0.87,576,personal,1
44562,9,0.21,589,business,0
64212,22,0.14,696,home,0
60120,1,0.11,712,personal,0
40724,11,0.72,584,education,1
38076,27,0.15,681,car,0
18914,23,0.53,657,education,0
52310,27,0.39,684,home,0
48759,21,0.22,675,car,0
67042,11,0.69,678,business,0
55385,18,0.14,513,education,0
70013,18,0.35,777,education,0
39539,20,0.55,749,personal,0
67072,2,0.42,648,personal,0
42066,5,0.31,567,car,0
61663,1,0.84,689,business,1
28118,23,0.84,547,personal,1
53527,12,0.43,767,education,0
20229,26,0.41,638,car,0
45992,27,0.35,608,personal,0
56605,26,0.78,690,personal,1
42185,8,0.55,617,home,0
34243,12,0.17,630,car,0
62691,22,0.78,594,car,1
48448,13,0.53,693,business,0
42656,18,0.43,671,personal,0
50628,10,0.37,723,car,0
89550,13,0.18,536,business,0
67302,15,0.87,564,personal,1
67438,9,0.69,613,education,1
56533,19,0.21,727,home,0
52497,15,0.51,550,business,1
14058,27,0.54,590,home,0
39815,25,0.23,749,education,0
42791,1,0.44,687,car,0
21876,24,0.62,725,personal,0
32638,15,0.33,643,car,0
20287,13,0.37,773,home,0
49425,20,0.2,548,car,0
62281,27,0.43,634,car,0
66601,17,0.57,629,business,0
56221,25,0.19,630,business,0
35549,5,0.59,562,education,1
21019,6,0.42,688,business,0
23646,12,0.64,564,business,1
30965,1,0.35,556,business,1
36667,14,0.55,468,business,1
47603,16,0.59,598,education,1
34787,12,0.65,660,business,0
55084,6,0.71,670,business,0
46515,0,0.21,634,home,0
50158,2,0.87,603,business,1
67103,19,0.77,621,education,1
32296,17,0.55,602,education,0
56280,6,0.81,793,car,0
49790,20,0.41,564,business,0
44997,16,0.13,595,personal,0
63278,27,0.68,649,car,0
63185,11,0.85,573,education,1
35802,15,0.23,653,car,0
47267,23,0.62,535,personal,1
54218,9,0.75,658,home,1
45904,22,0.82,618,personal,1
58775,15,0.32,597,car,0
54217,19,0.2,629,business,0
77488,17,0.3,612,home,0
27045,14,0.56,621,personal,0
48163,22,0.83,703,business,1
36372,10,0.57,775,personal,0
59061,17,0.84,460,education,1
25742,5,0.72,633,business,1
55194,0,0.58,560,education,1
40549,29,0.12,626,home,0
38987,22,0.37,678,home,0
28302,6,0.15,817,home,0
43023,11,0.36,627,home,0
66267,19,0.15,659,education,0
49622,3,0.23,586,education,0
59415,9,0.43,582,car,0
74969,20,0.51,579,car,0
53956,1,0.27,599,education,0
41618,8,0.69,616,home,1
57008,9,0.57,749,car,0
41835,19,0.65,625,business,1
42433,10,0.69,688,education,0
27201,24,0.68,670,business,0
63893,13,0.85,716,home,1
44209,2,0.29,516,education,0
52731,24,0.32,674,car,0
34460,0,0.18,666,car,0
56539,6,0.57,643,business,0
38570,3,0.42,725,education,0
47874,6,0.5,641,home,0
63167,15,0.24,711,personal,0
61861,29,0.62,661,personal,0
49669,9,0.6,667,home,0
23478,14,0.31,672,car,0
94892,15,0.47,636,personal,0
76187,5,0.82,759,home,0
60840,3,0.72,725,business,0
38701,3,0.28,645,car,0
48296,23,0.8,661,home,1
41848,22,0.15,683,business,0
68957,3,0.43,706,education,0
53937,26,0.16,762,personal,0
38237,21,0.84,713,personal,1
42938,21,0.13,637,personal,0
66817,16,0.22,592,home,0
74001,12,0.83,719,education,1
72924,1,0.57,670,home,1
61355,19,0.74,581,home,1
46210,5,0.11,709,education,0
10000,21,0.44,756,business,0
54457,0,0.89,650,car,1
49972,7,0.56,759,personal,0
52099,17,0.78,703,education,0
50808,28,0.87,568,business,1
30106,20,0.65,679,education,0
58361,3,0.36,526,car,0
59483,4,0.35,674,education,0
60235,4,0.16,578,education,0
64198,14,0.44,663,business,0
59060,9,0.83,697,personal,1
43849,7,0.48,608,personal,0
48937,25,0.83,768,business,0
51366,6,0.75,585,business,1
51615,11,0.89,500,home,1
64973,29,0.86,647,home,1
59655,24,0.67,745,car,0
81160,27,0.8,648,home,1
83097,10,0.7,608,home,1
51194,12,0.66,534,education,1
10000,14,0.67,609,education,1
68552,16,0.68,570,business,1
41894,21,0.4,667,personal,0
37977,21,0.44,672,car,0
44023,17,0.34,583,home,0
43300,26,0.22,627,education,0
59184,7,0.47,751,personal,0
26608,5,0.82,620,home,1
33834,10,0.62,618,personal,1
55147,28,0.14,663,education,0
59344,25,0.75,551,business,1
59623,8,0.85,716,home,1
38194,25,0.76,621,home,1
35326,4,0.68,568,car,1
42400,6,0.22,687,home,0
53598,21,0.38,615,education,0
72282,26,0.55,588,personal,0
19288,14,0.16,655,personal,0
46689,20,0.19,723,business,0
30009,21,0.85,621,business,1
25216,3,0.66,582,education,1
64504,18,0.32,492,personal,0
58169,12,0.36,548,business,0
56741,0,0.41,616,business,0
63815,0,0.16,558,car,0
42804,21,0.69,601,car,1
43510,13,0.24,784,education,0
82785,8,0.74,736,education,0
46301,23,0.78,592,education,1
61026,11,0.61,659,education,0
50095,17,0.72,574,personal,1
22276,8,0.24,759,home,0
19330,7,0.56,654,education,0
41315,29,0.64,723,car,0
65841,13,0.63,594,home,1
61824,27,0.19,762,home,0
63711,8,0.38,619,personal,0
35194,19,0.36,526,business,0
74238,24,0.56,637,home,0
35526,1,0.71,601,personal,1
53192,28,0.56,720,personal,0
49844,0,0.7,606,personal,1
47391,12,0.18,687,education,0
70078,24,0.8,602,business,1
39423,9,0.53,590,education,0
29755,7,0.13,650,car,0
50299,6,0.61,687,business,0
44002,29,0.51,540,education,1
100660,28,0.28,714,business,0
60147,23,0.71,715,car,0
43859,11,0.85,628,education,1
34158,16,0.36,636,business,0
21795,29,0.5,464,car,1
34621,24,0.2,776,personal,0
51724,11,0.84,627,business,1
71409,15,0.36,725,car,0
66825,9,0.26,607,personal,0
53436,26,0.48,650,car,0
45152,24,0.13,686,home,0
54032,11,0.3,617,car,0
42220,10,0.15,540,education,0
75775,24,0.2,641,education,0
47162,28,0.19,550,education,0
48704,13,0.8,589,education,1
16762,21,0.84,605,home,1
47068,19,0.48,655,home,0
62547,12,0.6,604,home,1
33984,1,0.66,564,personal,1
38739,26,0.41,663,business,0
61890,19,0.4,695,education,0
27850,6,0.64,552,business,1
65867,0,0.4,651,education,0
42017,29,0.56,702,education,0
44171,24,0.51,657,education,0
33141,2,0.52,565,home,1
55670,28,0.76,666,personal,1
86898,28,0.66,649,education,0
61722,19,0.87,660,education,1
37035,11,0.73,652,education,1
67034,4,0.22,508,car,0
45249,11,0.69,637,education,1
70617,28,0.63,716,home,0
62100,2,0.62,750,home,0
10000,19,0.48,719,business,0
34938,4,0.15,651,home,0
64165,27,0.86,698,business,1
52274,0,0.78,688,personal,1
34643,15,0.49,633,car,0
40496,29,0.23,730,home,0
21406,8,0.76,604,education,1
48674,9,0.44,642,personal,0
83160,28,0.41,713,education,0
62074,9,0.63,585,business,1
82856,12,0.71,556,business,1
63235,15,0.15,582,car,0
65412,29,0.71,681,personal,0
79611,19,0.69,806,business,0
55658,28,0.57,733,education,0
47191,24,0.37,704,home,0
65489,3,0.23,759,home,0
71807,13,0.18,670,personal,0
42800,16,0.1,606,personal,0
39176,27,0.27,645,business,0
52082,4,0.43,631,home,0
62472,12,0.29,582,car,0
61971,24,0.35,635,car,0
28637,2,0.41,540,car,0
78674,4,0.35,627,car,0
40382,15,0.68,643,business,1
46024,18,0.49,637,education,0
36460,27,0.12,767,car,0
90474,18,0.28,664,business,0
53631,16,0.67,773,car,0
37235,17,0.34,553,car,0
62958,17,0.84,711,education,1
61537,24,0.67,664,car,0
47184,22,0.33,643,business,0
62609,7,0.51,557,business,1
37620,17,0.63,673,home,0
42606,8,0.25,809,personal,0
19846,28,0.3,680,car,0
30140,18,0.51,646,car,0
77114,9,0.84,660,business,1
74621,28,0.38,691,car,0
50986,1,0.42,759,business,0
74943,27,0.25,624,home,0
47598,16,0.57,662,car,0
46348,24,0.69,650,home,1
50847,23,0.45,618,home,0
48126,12,0.7,663,personal,0
46772,27,0.34,757,business,0
67150,10,0.67,604,home,1
52252,15,0.31,675,business,0
60687,19,0.72,678,personal,0
65470,6,0.76,649,business,1
55822,27,0.74,680,personal,0
35445,29,0.27,677,car,0
29707,2,0.66,585,personal,1
52231,15,0.53,645,personal,0
47431,18,0.89,648,personal,1
51310,19,0.39,576,education,0
49759,15,0.72,654,home,1
88753,1,0.4,648,business,0
30046,13,0.42,791,business,0
20150,25,0.19,592,education,0
54985,19,0.29,720,car,0
44353,9,0.23,683,home,0
54741,18,0.23,722,home,0
58758,23,0.11,593,home,0
69261,10,0.74,518,home,1
27391,17,0.47,642,education,0
41649,10,0.74,703,business,0
56431,8,0.59,627,car,0
61556,18,0.77,639,car,1
82901,19,0.5,788,car,0
64335,28,0.18,599,education,0
49148,9,0.59,714,education,0
36643,29,0.64,581,personal,1
41535,25,0.6,730,education,0
41109,2,0.74,645,home,1
59828,2,0.69,684,business,0
53854,23,0.45,605,car,0
30145,7,0.76,656,education,1
43461,28,0.65,661,business,0
63163,28,0.2,551,home,0
55274,5,0.53,615,education,0
58529,19,0.68,668,education,0
55743,0,0.54,597,business,1
74396,19,0.86,662,home,1
53540,23,0.18,637,education,0
44209,5,0.68,691,business,0
36263,1,0.76,638,home,1
53744,18,0.66,816,education,0
13389,27,0.41,512,education,1
47235,6,0.41,594,car,0
46912,10,0.57,697,personal,0
29532,10,0.42,662,home,0
36076,3,0.81,680,business,1
62144,19,0.19,425,car,0
53460,15,0.61,637,education,0
51526,4,0.21,650,business,0
54595,23,0.53,692,car,0
51389,29,0.67,674,car,0
68642,29,0.23,650,personal,0
51851,6,0.66,642,car,0
28126,24,0.21,561,home,0
74451,15,0.6,674,personal,0
55555,14,0.5,641,personal,0
41161,4,0.34,619,education,0
31198,0,0.19,649,education,0
55938,19,0.69,624,home,1
48242,21,0.41,548,business,0
73612,21,0.17,695,home,0
44811,8,0.72,781,personal,0
37439,25,0.29,669,education,0
63436,28,0.69,670,home,0
63879,20,0.55,754,education,0
52529,4,0.26,783,home,0
60145,21,0.16,637,home,0
49434,26,0.57,599,car,0
53507,5,0.12,680,home,0
67474,2,0.15,661,education,0
59379,5,0.66,717,home,0
47460,7,0.53,650,business,0
70285,27,0.36,655,car,0
14527,5,0.53,582,home,0
80781,15,0.57,721,business,0
24410,27,0.55,605,education,0
40593,15,0.61,566,business,1
49386,26,0.85,464,car,1
47802,20,0.41,642,education,0
65096,2,0.34,600,home,0
34132,16,0.13,633,home,0
53911,20,0.22,615,business,0
41326,5,0.18,624,home,0
54427,29,0.37,592,education,0
49028,5,0.59,597,education,1
51394,29,0.14,583,home,0
41751,21,0.68,636,business,1
42349,18,0.42,569,home,0
54309,19,0.87,738,personal,1
64155,14,0.55,649,home,0
41025,18,0.72,542,car,1
36968,1,0.79,665,home,1
59201,7,0.81,587,personal,1
49512,6,0.51,723,car,0
62457,26,0.42,607,business,0
36413,7,0.55,747,car,0
23308,12,0.42,719,education,0
42004,21,0.29,850,personal,0
38504,26,0.36,656,education,0
48818,14,0.29,698,education,0
40447,11,0.32,650,car,0
61115,14,0.17,655,car,0
45677,13,0.44,736,education,0
52257,6,0.29,704,business,0
52364,16,0.46,643,home,0
52924,25,0.73,742,home,0
49638,4,0.46,720,personal,0
57659,19,0.86,758,car,0
38065,9,0.22,735,home,0
70991,18,0.78,625,business,1
46451,17,0.3,617,personal,0
30326,29,0.85,620,car,1
52821,29,0.28,704,home,0
37232,24,0.7,744,education,0
59980,23,0.15,724,business,0
83144,9,0.6,550,business,1
38201,1,0.27,599,car,0
54985,5,0.64,697,business,0
23667,2,0.61,736,car,0
56808,18,0.84,671,business,1
36714,4,0.6,756,home,0
40627,6,0.43,517,car,1
33480,6,0.25,635,business,0
60982,26,0.63,749,home,0
65109,9,0.19,673,home,0
50350,0,0.76,593,home,1
37033,10,0.3,705,car,0
73842,22,0.52,659,car,0
38743,6,0.58,617,business,0
17569,5,0.39,539,education,0
56875,5,0.63,698,education,0
33428,12,0.3,573,personal,0
64829,15,0.13,799,education,0
44282,12,0.87,525,education,1
59055,1,0.36,653,business,0
71022,18,0.67,702,car,0
31867,18,0.51,578,education,0
41510,28,0.64,600,personal,1
48864,18,0.19,709,business,0
73063,17,0.52,583,home,0
40124,24,0.41,784,home,0
41082,5,0.46,653,personal,0
57172,1,0.87,620,car,1
41341,18,0.21,763,home,0
52287,25,0.7,575,car,1
26726,5,0.36,771,education,0
83214,19,0.33,581,education,0
29784,22,0.32,738,education,0
45173,21,0.38,780,home,0
49512,14,0.39,642,home,0
78690,5,0.32,642,car,0
30127,27,0.63,630,car,0
79755,2,0.14,595,personal,0
61357,10,0.37,655,education,0
56256,7,0.32,713,business,0
35230,24,0.7,691,business,0
58567,21,0.22,685,education,0
39147,17,0.85,598,personal,1
68999,16,0.24,574,car,0
35434,18,0.4,773,home,0
48302,18,0.26,556,personal,0
41670,23,0.33,639,personal,0
35187,20,0.71,702,education,0
61119,16,0.48,756,car,0
58031,26,0.23,651,business,0
68135,3,0.14,669,business,0
23301,6,0.28,616,business,0
65962,4,0.86,771,personal,0
87581,25,0.78,746,home,0
43225,28,0.45,579,car,0
78427,15,0.49,695,home,0
46052,5,0.82,641,business,1
29413,13,0.57,671,home,0
45415,25,0.8,593,personal,1
65723,19,0.49,513,education,1
37427,1,0.26,572,home,0
40994,24,0.68,611,home,1
58903,17,0.52,615,home,0
50045,17,0.63,485,business,1
58769,12,0.23,671,home,0
53567,27,0.62,551,car,1
57194,17,0.41,647,personal,0
43515,16,0.37,567,car,0
53475,12,0.64,524,car,1
36089,27,0.57,646,business,0
69326,11,0.62,635,home,0
40485,2,0.87,656,personal,1
66932,21,0.66,761,personal,0
46495,6,0.61,699,personal,0
53029,0,0.59,787,home,0
42575,29,0.42,628,personal,0
34760,4,0.77,599,personal,1
23828,20,0.4,682,education,0
34170,0,0.66,780,education,0
45141,3,0.33,571,personal,0
53178,25,0.22,748,car,0
65155,0,0.2,683,home,0
43313,12,0.61,619,car,0
36770,13,0.36,755,car,0
28359,14,0.32,566,home,0
57200,16,0.57,696,home,0
70747,11,0.12,637,business,0
68994,6,0.3,728,business,0
60648,22,0.37,673,business,0
59578,18,0.67,726,personal,0
75464,22,0.54,653,personal,0
54981,2,0.78,619,personal,1
59691,17,0.37,644,business,0
45188,25,0.34,662,home,0
29569,3,0.13,674,personal,0
39742,29,0.86,697,home,1
49862,25,0.5,651,business,0
50911,2,0.5,697,home,0
78894,11,0.84,805,personal,0
51219,22,0.33,599,home,0
67682,27,0.37,720,business,0
43473,11,0.63,602,personal,1
45324,16,0.73,583,personal,1
30064,5,0.66,750,business,0
38865,14,0.73,586,car,1
57904,29,0.56,648,education,0
50113,1,0.79,593,business,1
64144,7,0.54,819,home,0
52718,13,0.28,648,car,0
44713,4,0.53,572,business,1
82224,2,0.67,589,education,1
48591,9,0.62,798,personal,0
67445,6,0.29,635,education,0
43981,29,0.13,644,education,0
60643,10,0.3,753,business,0
63920,14,0.89,739,personal,1
53127,1,0.25,588,personal,0
14682,4,0.47,594,education,0
50273,10,0.61,611,business,1
68456,7,0.8,627,personal,1
57912,12,0.71,708,personal,0
56687,10,0.83,643,home,1
24166,16,0.58,628,education,0
39193,14,0.79,650,car,1
56170,0,0.31,610,education,0
56155,18,0.44,758,business,0
68220,15,0.78,601,personal,1
47826,18,0.36,651,personal,0
56087,12,0.8,693,home,1
50245,22,0.39,697,personal,0
35195,21,0.39,622,personal,0
16163,22,0.35,726,car,0
56465,3,0.54,800,education,0
52609,10,0.2,776,personal,0
40727,17,0.13,476,business,0
25712,17,0.82,644,car,1
59446,9,0.84,603,car,1
46011,16,0.16,688,home,0
58353,29,0.54,723,business,0
77960,12,0.53,569,car,1
17878,29,0.4,710,education,0
39505,24,0.56,648,business,0
46859,13,0.47,631,education,0
71822,29,0.49,687,home,0
25453,6,0.7,639,home,1
79037,9,0.52,729,personal,0
52037,2,0.36,622,education,0
48559,1,0.57,743,education,0
47029,29,0.61,648,home,0
43456,18,0.63,483,education,1
65721,6,0.59,593,business,1
33972,4,0.63,642,personal,0
55181,27,0.35,675,personal,0
44237,2,0.46,643,business,0
38567,24,0.63,601,car,1
88789,1,0.7,774,education,0
56285,22,0.45,748,car,0
59198,25,0.39,565,car,0
67066,21,0.67,591,education,1
28679,5,0.28,672,home,0
76284,13,0.11,639,education,0
12365,6,0.48,458,home,1
38468,21,0.24,599,business,0
43114,1,0.4,701,home,0
58725,10,0.33,657,car,0
53280,20,0.72,584,car,1
47497,2,0.37,610,car,0
49820,8,0.61,634,home,0
35329,7,0.64,829,car,0
27541,25,0.47,652,personal,0
60897,10,0.16,599,education,0
60405,17,0.66,776,car,0
73767,0,0.16,690,home,0
38149,14,0.18,593,car,0
60392,3,0.26,651,home,0
45744,3,0.32,636,education,0
67857,27,0.78,688,home,1
65329,9,0.64,561,education,1
53168,10,0.41,566,car,0
44907,17,0.88,631,personal,1
64413,22,0.29,588,car,0
59703,28,0.59,721,education,0
39733,14,0.78,578,business,1
30083,2,0.74,818,business,0
45672,6,0.17,639,business,0
72731,6,0.66,659,car,0
67197,16,0.31,674,home,0
33315,21,0.38,644,personal,0
32483,19,0.49,732,personal,0
69120,26,0.73,660,car,1
32965,23,0.23,613,education,0
57639,15,0.19,554,car,0
40758,15,0.22,677,business,0
74255,7,0.27,714,education,0
38443,2,0.15,561,personal,0
67150,19,0.84,623,car,1
52772,14,0.36,717,home,0
53782,0,0.24,590,home,0
20445,9,0.61,589,personal,1
16956,1,0.73,639,education,1
46691,6,0.7,742,business,0
53703,13,0.67,714,home,0
33122,15,0.14,742,home,0
33669,26,0.73,580,car,1
58422,27,0.5,603,personal,0
58442,14,0.62,637,home,0
47933,6,0.87,628,car,1
61703,12,0.75,595,education,1
32386,24,0.76,683,home,1
44660,9,0.25,535,personal,0
74718,8,0.48,660,car,0
51024,8,0.86,766,education,0
51894,5,0.57,655,car,0
84589,23,0.18,591,business,0
29009,24,0.69,560,personal,1
61946,11,0.13,675,personal,0
74959,29,0.69,771,home,0
45127,22,0.8,664,car,1
62894,19,0.44,626,education,0
35269,29,0.43,596,home,0
39699,19,0.34,546,personal,0
55774,21,0.8,669,car,1
61978,13,0.54,537,education,1
66814,26,0.56,714,personal,0
73544,19,0.63,693,education,0
48988,26,0.34,634,car,0
67904,6,0.45,695,education,0
44865,7,0.69,662,home,0
63531,7,0.89,694,home,1
53112,29,0.13,712,car,0
56685,7,0.13,632,personal,0
56352,1,0.44,559,business,1
25929,13,0.63,808,business,0
33138,9,0.41,635,business,0
51538,17,0.9,620,personal,1
24690,17,0.26,681,home,0
62468,17,0.11,636,home,0
63073,15,0.25,561,home,0
54907,19,0.81,566,car,1
33182,4,0.22,587,home,0
70702,19,0.48,675,home,0
80558,4,0.44,601,home,0
52206,19,0.63,715,business,0
57658,22,0.14,639,education,0
53026,9,0.63,644,home,0
57955,16,0.38,654,education,0
48206,29,0.84,577,home,1
49481,12,0.78,739,business,0
63585,16,0.42,671,business,0
85184,17,0.89,637,education,1
28998,12,0.14,612,business,0
48442,16,0.73,611,car,1
32293,27,0.45,568,personal,0
73880,14,0.45,556,personal,0
41183,25,0.24,556,home,0
28351,11,0.51,724,business,0
59572,27,0.17,596,personal,0
76164,9,0.59,574,education,1
59953,12,0.29,740,education,0
53071,29,0.68,654,education,0
56137,10,0.59,567,home,1
71222,2,0.7,689,personal,0
36887,21,0.7,751,personal,0
48322,9,0.26,697,personal,0
43209,10,0.1,659,education,0
32482,5,0.39,682,education,0
45074,0,0.84,733,home,1
66615,5,0.56,770,car,0
58499,4,0.68,583,personal,1
59664,6,0.8,651,home,1
52197,21,0.82,692,education,1
57849,11,0.52,662,car,0
37991,11,0.53,687,business,0
45357,6,0.78,804,car,0
52880,1,0.75,631,home,1
54162,27,0.66,551,car,1
54802,0,0.58,779,education,0
47924,29,0.59,773,car,0
44338,22,0.39,688,education,0
97366,24,0.77,615,car,1
63601,17,0.59,710,home,0
56197,11,0.28,652,business,0
46501,6,0.29,628,personal,0
43231,18,0.79,602,car,1
48037,21,0.6,648,business,0
54392,2,0.42,688,car,0
21793,28,0.25,661,business,0
26459,9,0.59,711,education,0
40446,28,0.25,634,business,0
53107,26,0.48,620,personal,0
46410,26,0.64,677,business,0
72171,10,0.55,656,personal,0
27764,4,0.84,753,personal,0
38729,1,0.13,625,business,0
72801,7,0.32,614,personal,0
51966,13,0.15,638,personal,0
63272,7,0.26,621,education,0
80768,22,0.2,605,home,0
39592,5,0.69,535,education,1
48510,0,0.4,569,home,1
45913,23,0.84,641,home,1
20681,0,0.12,558,education,0
45344,7,0.62,689,personal,0
63215,10,0.88,675,education,1
58108,17,0.24,603,personal,0
59286,23,0.45,646,education,0
44367,9,0.66,636,education,1
40158,11,0.61,523,car,1
69038,19,0.55,681,business,0
42540,22,0.36,608,education,0
54411,15,0.68,581,business,1
52450,4,0.62,697,personal,0
71925,15,0.23,667,car,0
64571,23,0.87,713,car,1
30571,11,0.54,641,home,0
32186,5,0.52,665,business,0
58683,29,0.78,705,car,0
49034,4,0.61,767,personal,0
43172,0,0.16,628,home,0
65234,18,0.51,667,car,0
52811,9,0.72,690,personal,0
50786,24,0.66,689,business,0
61697,13,0.88,614,personal,1
44373,24,0.12,642,personal,0
73527,20,0.31,689,personal,0
38179,2,0.54,662,education,0
59853,5,0.6,784,car,0
71507,4,0.32,628,personal,0
29340,16,0.76,594,home,1
44849,17,0.23,683,education,0
67133,11,0.1,584,personal,0
67358,4,0.86,617,personal,1
47427,29,0.41,655,car,0
38979,8,0.87,647,education,1
64339,11,0.32,645,personal,0
67753,19,0.15,610,personal,0
32530,8,0.72,675,business,0
31941,2,0.77,802,home,0
53378,0,0.49,708,home,0
59440,21,0.16,520,car,0
45513,14,0.62,621,education,0
60189,9,0.25,687,personal,0
39347,13,0.78,545,education,1
18279,6,0.32,480,car,0
43641,3,0.78,599,business,1
50948,25,0.44,593,car,0
45862,4,0.58,764,home,0
32620,19,0.73,674,business,0
22765,15,0.13,639,personal,0
42288,2,0.76,627,car,1
63464,16,0.21,681,education,0
68842,12,0.39,663,education,0
67815,5,0.48,681,home,0
37761,25,0.82,672,home,1
32694,4,0.12,722,home,0
57449,15,0.55,652,home,0
59526,10,0.61,704,personal,0
56002,16,0.35,674,business,0
19789,4,0.33,664,home,0
36996,5,0.49,622,car,0
49554,9,0.25,645,personal,0
57308,20,0.47,646,business,0
61509,0,0.71,725,personal,1
52163,29,0.78,666,education,1
54961,20,0.41,586,personal,0
51272,9,0.59,541,personal,1
60284,16,0.1,570,education,0
54692,26,0.54,601,education,0
50986,2,0.88,682,education,1
45974,27,0.35,606,personal,0
51219,28,0.58,735,education,0
57268,1,0.71,564,home,1
54012,28,0.59,696,car,0
55712,16,0.43,519,car,1
70140,3,0.22,571,education,0
53977,1,0.47,580,business,1
40265,4,0.34,579,personal,0
63254,9,0.66,605,car,1
29507,0,0.45,705,home,0
33778,27,0.78,700,business,0
